TF_Symbol	TF_Entrez_ID	Species	Lambert	SFARI_Score	SFARI_Syndomic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper	N_Paper_Total
MIR4649	100616346	human	TRUE	0	0	FALSE	FALSE	0	2
MIR4657	100616393	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR4751	100616483	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR4800	100616358	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR5001	100847037	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR555	693140	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR5572	100847042	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR6073	102464826	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR632	693217	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR6501	102465248	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR6764	102466730	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR7107	102465665	human	TRUE	0	0	FALSE	FALSE	0	NA
MIR7704	102465802	human	TRUE	0	0	FALSE	FALSE	0	NA
MLXIP	22877	human	TRUE	0	0	FALSE	FALSE	0	17
MSANTD1	345222	human	TRUE	0	0	FALSE	FALSE	0	1
MSANTD3	91283	human	TRUE	0	0	FALSE	FALSE	0	5
MSANTD4	84437	human	TRUE	0	0	FALSE	FALSE	0	1
MTERF4	130916	human	TRUE	0	0	FALSE	FALSE	0	18
MYCL	4610	human	TRUE	0	0	FALSE	FALSE	0	98
MYNN	55892	human	TRUE	0	0	FALSE	FALSE	0	19
MYPOP	339344	human	TRUE	0	0	FALSE	FALSE	0	4
MYRFL	196446	human	TRUE	0	0	FALSE	FALSE	0	NA
NACC2	138151	human	TRUE	0	0	FALSE	FALSE	0	1
NAIF1	203245	human	TRUE	0	0	FALSE	FALSE	0	13
NANOGNB	360030	human	TRUE	0	0	FALSE	FALSE	0	2
NFX1	4799	human	TRUE	0	0	FALSE	FALSE	0	46
NFXL1	152518	human	TRUE	0	0	FALSE	FALSE	0	11
NKX1-1	54729	human	TRUE	0	0	FALSE	FALSE	0	4
NKX1-2	390010	human	TRUE	0	0	FALSE	FALSE	0	26
NKX6-3	157848	human	TRUE	0	0	FALSE	FALSE	0	26
NOBOX	135935	human	TRUE	0	0	FALSE	FALSE	0	106
OSR1	130497	human	TRUE	0	0	FALSE	FALSE	0	335
OVOL3	728361	human	TRUE	0	0	FALSE	FALSE	0	1
PKNOX2	63876	human	TRUE	0	0	FALSE	FALSE	0	26
PLSCR1	5359	human	TRUE	0	0	FALSE	FALSE	0	140
POGK	57645	human	TRUE	0	0	FALSE	FALSE	0	1
POU5F1B	5462	human	TRUE	0	0	FALSE	FALSE	0	19
POU5F2	134187	human	TRUE	0	0	FALSE	FALSE	0	3
PRDM6	93166	human	TRUE	0	0	FALSE	FALSE	0	22
PROX2	283571	human	TRUE	0	0	FALSE	FALSE	0	10
PURG	29942	human	TRUE	0	0	FALSE	FALSE	0	40
RAX2	84839	human	TRUE	0	0	FALSE	FALSE	0	25
RBAK	57786	human	TRUE	0	0	FALSE	FALSE	0	18
RBSN	64145	human	TRUE	0	0	FALSE	FALSE	0	26
REXO4	57109	human	TRUE	0	0	FALSE	FALSE	0	3
RFX7	64864	human	TRUE	0	0	FALSE	FALSE	0	15
RHOXF2	84528	human	TRUE	0	0	FALSE	FALSE	0	20
RHOXF2B	727940	human	TRUE	0	0	FALSE	FALSE	0	1
SCMH1	22955	human	TRUE	0	0	FALSE	FALSE	0	14
SCML4	256380	human	TRUE	0	0	FALSE	FALSE	0	6
SCRT1	83482	human	TRUE	0	0	FALSE	FALSE	0	6
SCRT2	85508	human	TRUE	0	0	FALSE	FALSE	0	9
SEBOX	645832	human	TRUE	0	0	FALSE	FALSE	0	7
SGSM2	9905	human	TRUE	0	0	FALSE	FALSE	0	11
SKOR1	390598	human	TRUE	0	0	FALSE	FALSE	0	26
SNAPC2	6618	human	TRUE	0	0	FALSE	FALSE	0	10
SNAPC5	10302	human	TRUE	0	0	FALSE	FALSE	0	3
SOX13	9580	human	TRUE	0	0	FALSE	FALSE	0	67
SOX30	11063	human	TRUE	0	0	FALSE	FALSE	0	41
SP110	3431	human	TRUE	0	0	FALSE	FALSE	0	89
SP140	11262	human	TRUE	0	0	FALSE	FALSE	0	46
SP140L	93349	human	TRUE	0	0	FALSE	FALSE	0	4
SP6	80320	human	TRUE	0	0	FALSE	FALSE	0	1286
SPZ1	84654	human	TRUE	0	0	FALSE	FALSE	0	88
ST18	9705	human	TRUE	0	0	FALSE	FALSE	0	163
TBX10	347853	human	TRUE	0	0	FALSE	FALSE	0	14
TBX22	50945	human	TRUE	0	0	FALSE	FALSE	0	54
TCF15	6939	human	TRUE	0	0	FALSE	FALSE	0	39
TCF23	150921	human	TRUE	0	0	FALSE	FALSE	0	4
TCF24	100129654	human	TRUE	0	0	FALSE	FALSE	0	2
TEAD3	7005	human	TRUE	0	0	FALSE	FALSE	0	44
TERB1	283847	human	TRUE	0	0	FALSE	FALSE	0	12
TERF1	7013	human	TRUE	0	0	FALSE	FALSE	0	102
TFDP2	7029	human	TRUE	0	0	FALSE	FALSE	0	46
TFEC	22797	human	TRUE	0	0	FALSE	FALSE	0	96
TGIF2LX	90316	human	TRUE	0	0	FALSE	FALSE	0	8
TGIF2LY	90655	human	TRUE	0	0	FALSE	FALSE	0	1
THAP1	55145	human	TRUE	0	0	FALSE	FALSE	0	165
THAP10	56906	human	TRUE	0	0	FALSE	FALSE	0	3
THAP12	5612	human	TRUE	0	0	FALSE	FALSE	0	5
THAP2	83591	human	TRUE	0	0	FALSE	FALSE	0	4
THAP3	90326	human	TRUE	0	0	FALSE	FALSE	0	3
THAP4	51078	human	TRUE	0	0	FALSE	FALSE	0	6
THAP5	168451	human	TRUE	0	0	FALSE	FALSE	0	5
THAP6	152815	human	TRUE	0	0	FALSE	FALSE	0	1
THAP8	199745	human	TRUE	0	0	FALSE	FALSE	0	NA
THAP9	79725	human	TRUE	0	0	FALSE	FALSE	0	7
TIGD2	166815	human	TRUE	0	0	FALSE	FALSE	0	2
TIGD3	220359	human	TRUE	0	0	FALSE	FALSE	0	2
TIGD4	201798	human	TRUE	0	0	FALSE	FALSE	0	2
TIGD5	84948	human	TRUE	0	0	FALSE	FALSE	0	3
TIGD6	81789	human	TRUE	0	0	FALSE	FALSE	0	1
TIGD7	91151	human	TRUE	0	0	FALSE	FALSE	0	3
TMF1	7110	human	TRUE	0	0	FALSE	FALSE	0	30
TOPORS	10210	human	TRUE	0	0	FALSE	FALSE	0	67
TPRX1	284355	human	TRUE	0	0	FALSE	FALSE	0	3
TRAFD1	10906	human	TRUE	0	0	FALSE	FALSE	0	16
USF3	205717	human	TRUE	0	0	FALSE	FALSE	0	4
YBX2	51087	human	TRUE	0	0	FALSE	FALSE	0	96
ZBED2	79413	human	TRUE	0	0	FALSE	FALSE	0	5
ZBED4	9889	human	TRUE	0	0	FALSE	FALSE	0	10
ZBED5	58486	human	TRUE	0	0	FALSE	FALSE	0	3
ZBTB1	22890	human	TRUE	0	0	FALSE	FALSE	0	16
ZBTB11	27107	human	TRUE	0	0	FALSE	FALSE	0	4
ZBTB12	221527	human	TRUE	0	0	FALSE	FALSE	0	3
ZBTB21	49854	human	TRUE	0	0	FALSE	FALSE	0	3
ZBTB22	9278	human	TRUE	0	0	FALSE	FALSE	0	5
ZBTB24	9841	human	TRUE	0	0	FALSE	FALSE	0	37
ZBTB25	7597	human	TRUE	0	0	FALSE	FALSE	0	5
ZBTB26	57684	human	TRUE	0	0	FALSE	FALSE	0	NA
ZBTB34	403341	human	TRUE	0	0	FALSE	FALSE	0	4
ZBTB37	84614	human	TRUE	0	0	FALSE	FALSE	0	2
ZBTB39	9880	human	TRUE	0	0	FALSE	FALSE	0	NA
ZBTB40	9923	human	TRUE	0	0	FALSE	FALSE	0	16
ZBTB41	360023	human	TRUE	0	0	FALSE	FALSE	0	2
ZBTB42	100128927	human	TRUE	0	0	FALSE	FALSE	0	3
ZBTB43	23099	human	TRUE	0	0	FALSE	FALSE	0	NA
ZBTB45	84878	human	TRUE	0	0	FALSE	FALSE	0	1
ZBTB47	92999	human	TRUE	0	0	FALSE	FALSE	0	1
ZBTB48	3104	human	TRUE	0	0	FALSE	FALSE	0	9
ZBTB49	166793	human	TRUE	0	0	FALSE	FALSE	0	3
ZBTB6	10773	human	TRUE	0	0	FALSE	FALSE	0	7
ZBTB8A	653121	human	TRUE	0	0	FALSE	FALSE	0	2
ZBTB8B	728116	human	TRUE	0	0	FALSE	FALSE	0	NA
ZBTB9	221504	human	TRUE	0	0	FALSE	FALSE	0	3
ZFHX2	85446	human	TRUE	0	0	FALSE	FALSE	0	3
ZFHX4	79776	human	TRUE	0	0	FALSE	FALSE	0	27
ZFP1	162239	human	TRUE	0	0	FALSE	FALSE	0	14
ZFP14	57677	human	TRUE	0	0	FALSE	FALSE	0	2
ZFP28	140612	human	TRUE	0	0	FALSE	FALSE	0	3
ZFP3	124961	human	TRUE	0	0	FALSE	FALSE	0	9
ZFP30	22835	human	TRUE	0	0	FALSE	FALSE	0	7
ZFP37	7539	human	TRUE	0	0	FALSE	FALSE	0	13
ZFP41	286128	human	TRUE	0	0	FALSE	FALSE	0	NA
ZFP57	346171	human	TRUE	0	0	FALSE	FALSE	0	100
ZFP62	643836	human	TRUE	0	0	FALSE	FALSE	0	2
ZFP69	339559	human	TRUE	0	0	FALSE	FALSE	0	8
ZFP69B	65243	human	TRUE	0	0	FALSE	FALSE	0	2
ZFP82	284406	human	TRUE	0	0	FALSE	FALSE	0	9
ZFP90	146198	human	TRUE	0	0	FALSE	FALSE	0	16
ZFP91	80829	human	TRUE	0	0	FALSE	FALSE	0	32
ZFP92	139735	human	TRUE	0	0	FALSE	FALSE	0	NA
ZFY	7544	human	TRUE	0	0	FALSE	FALSE	0	459
ZGLP1	100125288	human	TRUE	0	0	FALSE	FALSE	0	3
ZGPAT	84619	human	TRUE	0	0	FALSE	FALSE	0	6
ZHX1	11244	human	TRUE	0	0	FALSE	FALSE	0	41
ZIK1	284307	human	TRUE	0	0	FALSE	FALSE	0	9
ZIM2	23619	human	TRUE	0	0	FALSE	FALSE	0	17
ZIM3	114026	human	TRUE	0	0	FALSE	FALSE	0	7
ZKSCAN1	7586	human	TRUE	0	0	FALSE	FALSE	0	12
ZKSCAN2	342357	human	TRUE	0	0	FALSE	FALSE	0	NA
ZKSCAN3	80317	human	TRUE	0	0	FALSE	FALSE	0	26
ZKSCAN4	387032	human	TRUE	0	0	FALSE	FALSE	0	7
ZKSCAN5	23660	human	TRUE	0	0	FALSE	FALSE	0	11
ZKSCAN7	55888	human	TRUE	0	0	FALSE	FALSE	0	NA
ZKSCAN8	7745	human	TRUE	0	0	FALSE	FALSE	0	3
ZMAT1	84460	human	TRUE	0	0	FALSE	FALSE	0	2
ZMAT4	79698	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF100	163227	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF101	94039	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF107	51427	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF112	7771	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF114	163071	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF117	51351	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF12	7559	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF121	7675	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF124	7678	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF132	7691	human	TRUE	0	0	FALSE	FALSE	0	9
ZNF133	7692	human	TRUE	0	0	FALSE	FALSE	0	14
ZNF136	7695	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF138	7697	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF14	7561	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF140	7699	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF141	7700	human	TRUE	0	0	FALSE	FALSE	0	13
ZNF142	7701	human	TRUE	0	0	FALSE	FALSE	0	10
ZNF146	7705	human	TRUE	0	0	FALSE	FALSE	0	17
ZNF154	7710	human	TRUE	0	0	FALSE	FALSE	0	20
ZNF155	7711	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF157	7712	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF165	7718	human	TRUE	0	0	FALSE	FALSE	0	16
ZNF169	169841	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF17	7565	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF174	7727	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF177	7730	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF180	7733	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF181	339318	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF182	7569	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF19	7567	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF195	7748	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF197	10168	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF2	7549	human	TRUE	0	0	FALSE	FALSE	0	96
ZNF20	7568	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF200	7752	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF208	7757	human	TRUE	0	0	FALSE	FALSE	0	19
ZNF211	10520	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF212	7988	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF213	7760	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF214	7761	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF215	7762	human	TRUE	0	0	FALSE	FALSE	0	11
ZNF22	7570	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF221	7638	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF222	7673	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF223	7766	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF225	7768	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF226	7769	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF227	7770	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF229	7772	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF23	7571	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF230	7773	human	TRUE	0	0	FALSE	FALSE	0	10
ZNF232	7775	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF233	353355	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF234	10780	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF235	9310	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF236	7776	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF248	57209	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF25	219749	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF250	58500	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF251	90987	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF253	56242	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF254	9534	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF256	10172	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF257	113835	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF26	7574	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF260	339324	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF264	9422	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF266	10781	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF268	10795	human	TRUE	0	0	FALSE	FALSE	0	21
ZNF273	10793	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF276	92822	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF28	7576	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF280A	129025	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF280B	140883	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF280C	55609	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF283	284349	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF284	342909	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF285	26974	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF286A	57335	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF286B	729288	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF287	57336	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF296	162979	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF3	7551	human	TRUE	0	0	FALSE	FALSE	0	13
ZNF30	90075	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF302	55900	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF304	57343	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF311	282890	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF316	100131017	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF317	57693	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF318	24149	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF319	57567	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF32	7580	human	TRUE	0	0	FALSE	FALSE	0	11
ZNF320	162967	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF324	25799	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF324B	388569	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF326	284695	human	TRUE	0	0	FALSE	FALSE	0	10
ZNF329	79673	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF331	55422	human	TRUE	0	0	FALSE	FALSE	0	56
ZNF334	55713	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF337	26152	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF33A	7581	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF33B	7582	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF34	80778	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF341	84905	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF343	79175	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF345	25850	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF346	23567	human	TRUE	0	0	FALSE	FALSE	0	11
ZNF347	84671	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF35	7584	human	TRUE	0	0	FALSE	FALSE	0	9
ZNF354A	6940	human	TRUE	0	0	FALSE	FALSE	0	15
ZNF354B	117608	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF354C	30832	human	TRUE	0	0	FALSE	FALSE	0	27
ZNF358	140467	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF366	167465	human	TRUE	0	0	FALSE	FALSE	0	21
ZNF367	195828	human	TRUE	0	0	FALSE	FALSE	0	14
ZNF37A	7587	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF385D	79750	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF391	346157	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF394	84124	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF395	55893	human	TRUE	0	0	FALSE	FALSE	0	23
ZNF396	252884	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF397	84307	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF404	342908	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF407	55628	human	TRUE	0	0	FALSE	FALSE	0	15
ZNF408	79797	human	TRUE	0	0	FALSE	FALSE	0	22
ZNF41	7592	human	TRUE	0	0	FALSE	FALSE	0	15
ZNF414	84330	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF415	55786	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF416	55659	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF418	147686	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF420	147923	human	TRUE	0	0	FALSE	FALSE	0	9
ZNF425	155054	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF426	79088	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF428	126299	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF429	353088	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF43	7594	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF431	170959	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF432	9668	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF436	80818	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF438	220929	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF439	90594	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF44	51710	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF440	126070	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF441	126068	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF442	79973	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF443	10224	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF445	353274	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF446	55663	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF449	203523	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF45	7596	human	TRUE	0	0	FALSE	FALSE	0	9
ZNF451	26036	human	TRUE	0	0	FALSE	FALSE	0	17
ZNF454	285676	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF460	10794	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF461	92283	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF467	168544	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF468	90333	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF469	84627	human	TRUE	0	0	FALSE	FALSE	0	53
ZNF470	388566	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF471	57573	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF473	25888	human	TRUE	0	0	FALSE	FALSE	0	8
ZNF474	133923	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF479	90827	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF48	197407	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF480	147657	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF483	158399	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF484	83744	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF485	220992	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF486	90649	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF490	57474	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF491	126069	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF492	57615	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF493	284443	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF496	84838	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF497	162968	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF500	26048	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF501	115560	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF502	91392	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF506	440515	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF507	22847	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF510	22869	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF511	118472	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF512	84450	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF512B	57473	human	TRUE	0	0	FALSE	FALSE	0	14
ZNF514	84874	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF516	9658	human	TRUE	0	0	FALSE	FALSE	0	13
ZNF518A	9849	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF518B	85460	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF519	162655	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF524	147807	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF526	116115	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF527	84503	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF528	84436	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF529	57711	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF530	348327	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF532	55205	human	TRUE	0	0	FALSE	FALSE	0	12
ZNF534	147658	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF536	9745	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF540	163255	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF541	84215	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF543	125919	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF544	27300	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF546	339327	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF547	284306	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF549	256051	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF550	162972	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF551	90233	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF552	79818	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF554	115196	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF555	148254	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF556	80032	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF557	79230	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF558	148156	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF560	147741	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF561	93134	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF562	54811	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF563	147837	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF564	163050	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF565	147929	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF566	84924	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF567	163081	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF568	374900	human	TRUE	0	0	FALSE	FALSE	0	5
ZNF569	148266	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF57	126295	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF570	148268	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF571	51276	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF572	137209	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF574	64763	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF575	284346	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF576	79177	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF577	84765	human	TRUE	0	0	FALSE	FALSE	0	7
ZNF578	147660	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF579	163033	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF580	51157	human	TRUE	0	0	FALSE	FALSE	0	31
ZNF581	51545	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF582	147948	human	TRUE	0	0	FALSE	FALSE	0	25
ZNF583	147949	human	TRUE	0	0	FALSE	FALSE	0	3
ZNF584	201514	human	TRUE	0	0	FALSE	FALSE	0	2
ZNF585A	199704	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF585B	92285	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF586	54807	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF587	84914	human	TRUE	0	0	FALSE	FALSE	0	1
ZNF587B	100293516	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF589	51385	human	TRUE	0	0	FALSE	FALSE	0	10
ZNF592	9640	human	TRUE	0	0	FALSE	FALSE	0	10
ZNF594	84622	human	TRUE	0	0	FALSE	FALSE	0	NA
ZNF595	152687	human	TRUE	0	0	FALSE	FALSE	0	6
ZNF596	169270	human	TRUE	0	0	FALSE	FALSE	0	4
ZNF597	146434	human	TRUE	0	0	FALSE	FALSE	0	13
