DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	PubMed_IDs	Databases
tri_16878	SP1	FGFR3	22334592	TRRUST
tri_16879	SP1	FOLR1	12566316	TRRUST
tri_16880	SP1	FOXM1	20372080	TRRUST
tri_16881	SP1	FPGS	20072153	TRRUST
tri_16882	SP1	FUT4	23959823	TRRUST
tri_16883	SP1	FXR2	16886907	TRRUST
tri_16884	SP1	GATA3	15486968	TRRUST
tri_16885	SP1	GDA	11369448	TRRUST
tri_16886	SP1	GDF5	24861163	TRRUST
tri_16887	SP1	GH2	1427648	TRRUST
tri_16888	SP1	GIPR	16087722	TRRUST
tri_16889	SP1	GJA1	10421804, 19679555	TRRUST
tri_16890	SP1	GM2A	10987359	TRRUST
tri_16891	SP1	GPR39	17488974	TRRUST
tri_16892	SP1	GRIN1	15950782	TRRUST
tri_16893	SP1	GSPT1	22580340	TRRUST
tri_16894	SP1	GSTP1	8557630	TRRUST
tri_16895	SP1	HAS2	21795679	TRRUST
tri_16896	SP1	HBEGF	22641673	TRRUST
tri_16897	SP1	HBZ	22696638	TRRUST
tri_16898	SP1	HCN2	19471099	TRRUST
tri_16899	SP1	HCN4	19471099	TRRUST
tri_16900	SP1	HDAC4	16280357	TRRUST
tri_16901	SP1	HGF	9223667	TRRUST
tri_16902	SP1	HLA-G	11137218	TRRUST
tri_16903	SP1	HMGA1	17510387, 22389255	TRRUST
tri_16904	SP1	HMGA2	11802722	TRRUST
tri_16905	SP1	HNF4A	23307400	TRRUST
tri_16906	SP1	HOXB7	12697323	TRRUST
tri_16907	SP1	HRAS	21931711, 3012774	TRRUST
tri_16908	SP1	HSD11B2	17551100	TRRUST
tri_16909	SP1	HSD17B1	9231796	TRRUST
tri_16910	SP1	HSD17B11	21549806	TRRUST
tri_16911	SP1	HTR1A	8626793	TRRUST
tri_16912	SP1	HTT	22399227	TRRUST
tri_16913	SP1	HYAL1	18718911	TRRUST
tri_16914	SP1	ICAM1	15480988, 11788788	TRRUST
tri_16915	SP1	ID4	9516472	TRRUST
tri_16916	SP1	IFNGR1	11477089	TRRUST
tri_16917	SP1	IGF1R	15345673	TRRUST
tri_16918	SP1	IGF2	11327698, 10606246, 11336542, 9610618	TRRUST
tri_16919	SP1	IL2RB	9199305	TRRUST
tri_16920	SP1	IL3	8454603	TRRUST
tri_16921	SP1	IMPDH2	7896827	TRRUST
tri_16922	SP1	INPP5J	23443536	TRRUST
tri_16923	SP1	INSR	1311316, 16707431, 7983788, 12665574	TRRUST
tri_16924	SP1	IRF5	20127100	TRRUST
tri_16925	SP1	ISG20	10871365	TRRUST
tri_16926	SP1	ITGAD	10722744	TRRUST
tri_16927	SP1	ITGAV	23319049, 12136940	TRRUST
tri_16928	SP1	ITGB2	8670251	TRRUST
tri_16929	SP1	ITGB3	23319049	TRRUST
tri_16930	SP1	KCNH2	17311278	TRRUST
tri_16931	SP1	KCNQ2	20926649	TRRUST
tri_16932	SP1	KCNQ3	20926649	TRRUST
tri_16933	SP1	KCTD11	20591193	TRRUST
tri_16934	SP1	KISS1	16260418, 16964286	TRRUST
tri_16935	SP1	KRT14	22911849	TRRUST
tri_16936	SP1	KRT16	12954631	TRRUST
tri_16937	SP1	KRT19	10859317	TRRUST
tri_16938	SP1	KRT5	12024040	TRRUST
tri_16939	SP1	LDHA	9723176	TRRUST
tri_16940	SP1	LDHC	18930904	TRRUST
tri_16941	SP1	LMO4	23291272	TRRUST
tri_16942	SP1	LOR	12200429	TRRUST
tri_16943	SP1	LOXL4	18949373	TRRUST
tri_16944	SP1	LPL	18793716, 9788252, 15755745	TRRUST
tri_16945	SP1	LSP1	9257843	TRRUST
tri_16946	SP1	LTBP4	23741501	TRRUST
tri_16947	SP1	LTF	10845904, 15265983	TRRUST
tri_16948	SP1	LYZ	15504356	TRRUST
tri_16949	SP1	MAT2A	11427482, 11124935	TRRUST
tri_16950	SP1	MAT2B	11337507	TRRUST
tri_16951	SP1	MCTS1	12938157	TRRUST
tri_16952	SP1	ME1	9872397	TRRUST
tri_16953	SP1	MGMT	22675172	TRRUST
tri_16954	SP1	MICA	19139882	TRRUST
tri_16955	SP1	MICA	19139882	TRRUST
tri_16956	SP1	MICB	19139882, 23527639	TRRUST
tri_16957	SP1	MME	14510963	TRRUST
tri_16958	SP1	MMP11	22227581	TRRUST
tri_16959	SP1	MMP14	15592504, 10721699, 17534446	TRRUST
tri_16960	SP1	MMRN1	15631312	TRRUST
tri_16961	SP1	MNDA	8809111	TRRUST
tri_16962	SP1	MPG	10563836	TRRUST
tri_16963	SP1	MTA1	21555589	TRRUST
tri_16964	SP1	MUC4	11418607	TRRUST
tri_16965	SP1	MUC6	15979574	TRRUST
tri_16966	SP1	MYBL1	10951586	TRRUST
tri_16967	SP1	MYBL2	15922873	TRRUST
tri_16968	SP1	MYC	2057364, 8355712, 12153142	TRRUST
tri_16969	SP1	MYCN	14567977, 21123453, 22815527	TRRUST
tri_16970	SP1	NDUFV1	17786189	TRRUST
tri_16971	SP1	NDUFV2	17786189	TRRUST
tri_16972	SP1	NF1	10435592, 14647436	TRRUST
tri_16973	SP1	NFKB1	20538607, 9151857	TRRUST
tri_16974	SP1	NFKB2	7541912	TRRUST
tri_16975	SP1	NOS1	12237165	TRRUST
tri_16976	SP1	NR4A1	8961265	TRRUST
tri_16977	SP1	NR5A1	9013759	TRRUST
tri_16978	SP1	NT5E	10428853	TRRUST
tri_16979	SP1	OAT	2373169	TRRUST
tri_16980	SP1	ODC1	10448078, 8132514	TRRUST
tri_16981	SP1	OXTR	22030357	TRRUST
tri_16982	SP1	P2RX4	11299224	TRRUST
tri_16983	SP1	P4HA1	21829524	TRRUST
tri_16984	SP1	PAX6	11574690	TRRUST
tri_16985	SP1	PDE6A	9770645	TRRUST
tri_16986	SP1	PDE6B	11438531, 15781457	TRRUST
tri_16987	SP1	PDGFB	22415074	TRRUST
tri_16988	SP1	PDGFC	15247255	TRRUST
tri_16989	SP1	PDHA1	8476854	TRRUST
tri_16990	SP1	PDIA2	8503862	TRRUST
tri_16991	SP1	PELO	17669516	TRRUST
tri_16992	SP1	PGLYRP2	16714290	TRRUST
tri_16993	SP1	PHGDH	18378410, 15139021	TRRUST
tri_16994	SP1	PLAA	18291623	TRRUST
tri_16995	SP1	PLAC1	19652226	TRRUST
tri_16996	SP1	POLD1	11375983	TRRUST
tri_16997	SP1	POLD2	10978529	TRRUST
tri_16998	SP1	POLE2	11433027	TRRUST
tri_16999	SP1	PON1	15380450	TRRUST
tri_17000	SP1	POR	8660656, 10864447, 21900384	TRRUST
tri_17001	SP1	PPL	19583808	TRRUST
tri_17002	SP1	PPP2R2B	20533062	TRRUST
tri_17003	SP1	PRKCE	24825907	TRRUST
tri_17004	SP1	PRM1	18721868	TRRUST
tri_17005	SP1	PRNP	18990686, 23131565	TRRUST
tri_17006	SP1	PRSS50	18462069	TRRUST
tri_17007	SP1	PSEN1	10446206	TRRUST
tri_17008	SP1	PSIP1	22019592, 23386123	TRRUST
tri_17009	SP1	PTEN	22030357	TRRUST
tri_17010	SP1	PTGES	20688046	TRRUST
tri_17011	SP1	PTGS2	15767339, 17012241	TRRUST
tri_17012	SP1	PTN	10962555	TRRUST
tri_17013	SP1	PTTG1	18339849, 14644503	TRRUST
tri_17014	SP1	RASSF1	19450668	TRRUST
tri_17015	SP1	RECK	17828469, 16377629	TRRUST
tri_17016	SP1	RECQL4	15674334, 10552928	TRRUST
tri_17017	SP1	RELA	20538607, 11964305, 9151857, 8450395	TRRUST
tri_17018	SP1	RETN	20360975	TRRUST
tri_17019	SP1	RGN	21526343	TRRUST
tri_17020	SP1	RORA	14742449	TRRUST
tri_17021	SP1	RPS3A	12463423	TRRUST
tri_17022	SP1	SCNN1B	11934701	TRRUST
tri_17023	SP1	SERPINB5	17376297	TRRUST
tri_17024	SP1	SGPL1	21184844	TRRUST
tri_17025	SP1	SIGIRR	21077278	TRRUST
tri_17026	SP1	SIRT1	23843607, 21216258	TRRUST
tri_17027	SP1	SKP2	19329185, 16969077	TRRUST
tri_17028	SP1	SLC13A4	23485456	TRRUST
tri_17029	SP1	SLC15A1	16616718	TRRUST
tri_17030	SP1	SLC19A2	24525018	TRRUST
tri_17031	SP1	SLC19A3	15217784, 23989004, 24525018	TRRUST
tri_17032	SP1	SLC25A20	21130740	TRRUST
tri_17033	SP1	SLC29A1	18064606	TRRUST
tri_17034	SP1	SLC31A1	20159940	TRRUST
tri_17035	SP1	SLC39A1	19026724	TRRUST
tri_17036	SP1	SLC39A8	18556457	TRRUST
tri_17037	SP1	SLC3A2	17023546	TRRUST
tri_17038	SP1	SLC4A2	23121767	TRRUST
tri_17039	SP1	SLC5A8	20082847	TRRUST
tri_17040	SP1	SLC7A5	17023546	TRRUST
tri_17041	SP1	SMARCA1	18243132	TRRUST
tri_17042	SP1	SNAP25	18194215	TRRUST
tri_17043	SP1	SNAPC1	9644240	TRRUST
tri_17044	SP1	SNRPN	16116039	TRRUST
tri_17045	SP1	SOX3	15656994	TRRUST
tri_17046	SP1	SOX9	17289023	TRRUST, Current
tri_17047	SP1	SPRY2	14644509	TRRUST
tri_17048	SP1	SQSTM1	9762895	TRRUST
tri_17049	SP1	SRC	19112177, 10625617	TRRUST
tri_17050	SP1	SRY	9582429	TRRUST
tri_17051	SP1	ST6GAL1	10814704	TRRUST
tri_17052	SP1	STARD3	12802284	TRRUST
tri_17053	SP1	SYP	12492469	TRRUST
tri_17054	SP1	TBX21	17075044	TRRUST
tri_17055	SP1	TERF2	19783902	TRRUST
tri_17056	SP1	TF	8548503	TRRUST
tri_17057	SP1	TFPI2	12446683	TRRUST
tri_17058	SP1	TGM4	10580145	TRRUST
tri_17059	SP1	TH	20124442	TRRUST
tri_17060	SP1	TICAM1	14960149	TRRUST
tri_17061	SP1	TIMP2	10764764	TRRUST
tri_17062	SP1	TIMP3	15468069, 20056610	TRRUST
tri_17063	SP1	TINF2	9399940	TRRUST
tri_17064	SP1	TK1	10502302	TRRUST
tri_17065	SP1	TLR2	18423053, 18583567, 11739511	TRRUST
tri_17066	SP1	TMPO	19747485	TRRUST
tri_17067	SP1	TNC	15001984, 10618716, 16245312	TRRUST
tri_17068	SP1	TNFRSF10B	20515942, 18097593, 20354117	TRRUST
tri_17069	SP1	TNNI3	10652194	TRRUST
tri_17070	SP1	TYMP	17805539	TRRUST
tri_17071	SP1	UGCG	15342415	TRRUST
tri_17072	SP1	UGT2B15	20070244	TRRUST
tri_17073	SP1	USP7	7642633	TRRUST
tri_17074	SP1	UTRN	11237613	TRRUST
tri_17075	SP1	VDR	15664452	TRRUST
tri_17076	SP1	WAS	10066431	TRRUST
tri_17077	SP1	WIF1	18701434	TRRUST
tri_17078	SP1	WRN	11896071	TRRUST
tri_17079	SP1	WT1	18064385	TRRUST
tri_17080	SP1	XIAP	17121920	TRRUST
tri_17081	SP1	XPC	19934262, 21507255	TRRUST
tri_17082	SP1	YY1	22553354	TRRUST
tri_21602	SP1	ABCC6	17214963	TRRUST
tri_21603	SP1	ACACA	8576128	TRRUST
tri_21604	SP1	ACSBG1	16125341	TRRUST
tri_21605	SP1	ACSL4	23376217	TRRUST, Current
tri_21606	SP1	ACSS1	14960588	TRRUST
tri_21607	SP1	ACTA2	12110667	TRRUST
tri_21608	SP1	ADCY4	18388192	TRRUST
tri_21609	SP1	ADCYAP1R1	24045949	TRRUST
tri_21610	SP1	APLP1	8786110	TRRUST
tri_21611	SP1	ARNTL	24030830	TRRUST
tri_21612	SP1	ASAH1	16500425	TRRUST
tri_21613	SP1	ASCL2	23071113	TRRUST
tri_21614	SP1	ATP12A	19420113	TRRUST
tri_21615	SP1	ATXN3	15233999	TRRUST
tri_21616	SP1	BACH1	11530014	TRRUST
tri_21617	SP1	BFSP1	9651486	TRRUST
tri_21618	SP1	BGLAP	21820092	TRRUST
tri_21619	SP1	BHLHE40	12657651	TRRUST
tri_21620	SP1	BMP2	17317039	TRRUST
tri_21621	SP1	BMP4	21411747	TRRUST
tri_21622	SP1	BMP7	20375015	TRRUST
tri_21623	SP1	CADM1	21672091	TRRUST
tri_21624	SP1	CCND3	10361118, 8661116	TRRUST
tri_21625	SP1	CD55	16951346	TRRUST
tri_21626	SP1	CD79A	11000405	TRRUST
tri_21627	SP1	CDH5	21464949	TRRUST
tri_21628	SP1	CDK5R1	11724806	TRRUST
tri_21629	SP1	CDK5R2	19437621	TRRUST
tri_21630	SP1	CDKN2D	15107822	TRRUST
tri_21631	SP1	CEBPA	10373535	TRRUST
tri_21632	SP1	CEND1	16181419	TRRUST
tri_21633	SP1	CIRBP	23046908	TRRUST
tri_21634	SP1	CLDN19	15589828	TRRUST
tri_21635	SP1	COPS5	18593980	TRRUST, Current
tri_21636	SP1	COX17	11997103	TRRUST
tri_21637	SP1	COX4I1	1331086	TRRUST
tri_21638	SP1	CSF1R	9506963	TRRUST
tri_21639	SP1	CSRP2	9553112	TRRUST
tri_21640	SP1	CTSE	22134960	TRRUST
tri_21641	SP1	CYP11A1	10459866, 9013760, 20371701	TRRUST
tri_21642	SP1	DMD	15550398, 19943855, 27143785	TRRUST, Current
tri_21643	SP1	DNM1	11809758	TRRUST
tri_21644	SP1	ECM1	9931498	TRRUST
tri_21645	SP1	EPAS1	16394508	TRRUST
tri_21646	SP1	ETS1	16300938	TRRUST
tri_21647	SP1	GABRA6	17652716	TRRUST
tri_21648	SP1	GFAP	23832770	TRRUST
tri_21649	SP1	GFPT2	11167021	TRRUST
tri_21650	SP1	GHR	11390427	TRRUST
tri_21651	SP1	SLC2A1	18154738, 18249093	TRRUST
tri_21652	SP1	GPC4	15297147	TRRUST
tri_21653	SP1	GSTK1	25024375	TRRUST
tri_21654	SP1	HDAC7	20889501	TRRUST
tri_21655	SP1	HECA	16949047	TRRUST
tri_21656	SP1	HINFP	17826007	TRRUST
tri_21657	SP1	HMGCL	8617516	TRRUST
tri_21658	SP1	HMGCR	23315940	TRRUST
tri_21659	SP1	HRASLS5	12054540	TRRUST
tri_21660	SP1	IFITM5	23530031	TRRUST
tri_21661	SP1	IL5RA	19231596	TRRUST
tri_21662	SP1	IRS1	8544845	TRRUST
tri_21663	SP1	ITGA6	17652716	TRRUST
tri_21664	SP1	JUND	1714380	TRRUST
tri_21665	SP1	KCNA5	17660393	TRRUST
tri_21666	SP1	KCNN3	20682843	TRRUST
tri_21667	SP1	KCTD13	15757666	TRRUST
tri_21668	SP1	KDM5A	25015565	TRRUST
tri_21669	SP1	LGALS1	10760565, 9931450	TRRUST
tri_21670	SP1	LHX4	18053794	TRRUST
tri_21671	SP1	LIPE	11812735	TRRUST
tri_21672	SP1	LMNA	15219855	TRRUST
tri_21673	SP1	MAPK1	10727414, 12220517	TRRUST
tri_21674	SP1	MERTK	12153576	TRRUST
tri_21675	SP1	MFN2	22253285	TRRUST
tri_21676	SP1	MGARP	23209644	TRRUST
tri_21677	SP1	MGP	19306294	TRRUST
tri_21678	SP1	MGST1	21216258	TRRUST
tri_21679	SP1	MRC1	9354684	TRRUST
tri_21680	SP1	MTA2	11368903	TRRUST
tri_21681	SP1	MYH11	8635248	TRRUST
tri_21682	SP1	NAPEPLD	21233218	TRRUST
tri_21683	SP1	NAT1	12904181	TRRUST
tri_21684	SP1	NDRG1	17909017	TRRUST
tri_21685	SP1	NFATC1	18156209	TRRUST
tri_21686	SP1	NGB	22239089	TRRUST
tri_21687	SP1	NGFR	21105874	TRRUST
tri_21688	SP1	NOTCH1	24301524	TRRUST
tri_21689	SP1	NPR1	20864529, 24451378	TRRUST
tri_21690	SP1	NR1H2	10675617	TRRUST
tri_21691	SP1	NR1H3	10675617	TRRUST
tri_21692	SP1	NRP1	19590177	TRRUST
tri_21693	SP1	OPRD1	11455020	TRRUST
tri_21694	SP1	OPRK1	12171913	TRRUST
tri_21695	SP1	PARG	22915039	TRRUST
tri_21696	SP1	PARP1	17961220	TRRUST
tri_21697	SP1	PKD1	17890878	TRRUST
tri_21698	SP1	PLA2G16	12054540	TRRUST
tri_21699	SP1	PLD2	23898047	TRRUST
tri_21700	SP1	PPM1A	10964515	TRRUST
tri_21701	SP1	PRDX6	10395907	TRRUST
tri_21702	SP1	PRKAR2B	1332964	TRRUST
tri_21703	SP1	PRKRA	16339759	TRRUST
tri_21704	SP1	PTDSS1	21068393	TRRUST
tri_21705	SP1	PTGES2	17064959	TRRUST
tri_21706	SP1	PTGS1	12089157	TRRUST
tri_21707	SP1	NECTIN2	16250013	TRRUST, Current
tri_21708	SP1	RAC2	10098607	TRRUST
tri_21709	SP1	REST	21179468	TRRUST
tri_21710	SP1	RHO	15781457	TRRUST
tri_21711	SP1	RNF141	18584306	TRRUST
tri_21712	SP1	SCARB1	23192982	TRRUST
tri_21713	SP1	SETDB1	17142323	TRRUST
tri_21714	SP1	SH3GL1	16990610	TRRUST
tri_21715	SP1	SKIL	17625116	TRRUST
tri_21716	SP1	SLC11A1	12840021	TRRUST
tri_21717	SP1	SLC25A4	14720305	TRRUST
tri_21718	SP1	SLC2A4	22016564	TRRUST
tri_21719	SP1	SLC5A1	15664265, 20060848	TRRUST
tri_21720	SP1	SLC5A2	20060848	TRRUST
tri_21721	SP1	SMARCC1	15187086	TRRUST
tri_21722	SP1	SOCS3	18571793, 22311708	TRRUST
tri_21723	SP1	SOD3	15451065	TRRUST
tri_21724	SP1	SP1	9164849	TRRUST
tri_21725	SP1	SP4	11245974	TRRUST
tri_21726	SP1	ST8SIA1	11098147	TRRUST
tri_21727	SP1	SYN2	8034599	TRRUST
tri_21728	SP1	TAL1	9786909	TRRUST
tri_21729	SP1	TEC	9177279, 19843184	TRRUST
tri_21730	SP1	TESC	20540995	TRRUST
tri_21731	SP1	TFAP2C	12801994	TRRUST
tri_21732	SP1	TGM1	15061870	TRRUST
tri_21733	SP1	THRA	14715929	TRRUST
tri_21734	SP1	TNFAIP3	15843561	TRRUST
tri_21735	SP1	TNK1	19481140	TRRUST
tri_21736	SP1	TPT1	14755691, 11997040, 21858218	TRRUST
tri_21737	SP1	TSPO	17402746	TRRUST
tri_21738	SP1	TXLNG	23463631	TRRUST
tri_21739	SP1	UCP2	11150307	TRRUST
tri_21740	SP1	WNT9A	24778176	TRRUST
tri_21741	SP1	ZBTB14	9618270	TRRUST
tri_22639	SP1	CCN2	12888575	TRRUST
tri_23283	SP1	HHEX	10767553	Current
tri_00165	EGR1	IL2	12560487, 17142725, 19915002, 10656874, 9756940	CytReg, TFactS, TRRUST
tri_00175	EGR1	TNF	12560487, 7918637, 10913190, 24337575, 20653771, 18651635, 11997234, 11739517, 12509451, 21841136, 16317093, 19374776, 14767560, 17567466, 11856733, 15940638	CytReg, InnateDB, TFactS, TRRUST, Current
tri_00183	EGR1	IFNG	8900159, 19915002	CytReg, TRRUST
tri_00241	EGR1	IL4	19915002, 21841136	CytReg, InnateDB, TRRUST
tri_00285	EGR1	TGFB1	8058069, 20690147	CytReg, InnateDB
tri_00308	EGR1	IL3	8035792	CytReg, TRRUST
tri_00312	EGR1	CXCL8	17471497, 19837667, 24337575, 18988806, 15517885	CytReg, InnateDB, TRRUST
tri_00543	EGR1	CXCL5	24337575	CytReg
tri_00544	EGR1	CCL2	24337575	CytReg
tri_00708	EGR1	FASLG	19032775, 14563113	CytReg, InnateDB, TRRUST
tri_00709	EGR1	CD40LG	19032775, 11254715, 16393964	CytReg, InnateDB
tri_00711	EGR1	IL15	19032775	CytReg, InnateDB
tri_00712	EGR1	OSM	19032775	CytReg, InnateDB
tri_00713	EGR1	CSF3	19032775	CytReg, InnateDB
tri_00869	EGR1	CSF1	8407965	CytReg
tri_00933	EGR1	LTB	8786306	CytReg, TRRUST
tri_01050	EGR1	IL13	21841136, 16317093	CytReg, InnateDB
tri_01298	EGR1	PTGES	22260630, 21983014, 12034740, 20110555	ENdb, TRRUST
tri_01414	EGR1	DGKA	28916223	ENdb
tri_01445	EGR1	HPSE	29511351, 15709168, 16007175, 17656651, 20403028, 16093249	ENdb, TRRUST, Current
tri_01457	EGR1	CD84	30008316	ENdb
tri_01460	EGR1	CSF1R	30008316	ENdb
tri_01464	EGR1	HBG2	30012865	ENdb
tri_01914	EGR1	ALOX5	10436859, 9062372, 15517885	HTRIdb_LC, TRRUST
tri_01915	EGR1	ATF3	16489044, 21205742	HTRIdb_LC, TRRUST
tri_01916	EGR1	CCND1	11502738, 20590664, 19850937	HTRIdb_LC, TRRUST
tri_01917	EGR1	CD19	9233624	HTRIdb_LC
tri_01918	EGR1	CDKN1A	12690110, 12890669	HTRIdb_LC, InnateDB, TRRUST
tri_01919	EGR1	ELK1	18061571	HTRIdb_LC
tri_01920	EGR1	F3	8576248, 10707957, 20671239, 12483323	HTRIdb_LC, TRRUST, Current
tri_01921	EGR1	FLT1	10828020	HTRIdb_LC, TRRUST
tri_01922	EGR1	FN1	15608673, 9933644, 10783396	HTRIdb_LC, TFactS, TRRUST
tri_01923	EGR1	HIF1A	18506761	HTRIdb_LC, InnateDB, TRRUST, Current
tri_01924	EGR1	IGF2	8634146, 8276819, 10606246, 11336542, 9610618	HTRIdb_LC, TFactS, TRRUST
tri_01925	EGR1	LDLR	12235180, 12947119	HTRIdb_LC, TRRUST
tri_01926	EGR1	MYB	7559553, 20690147	HTRIdb_LC, InnateDB, TFactS, TRRUST
tri_01927	EGR1	NAB2	16260776, 19374776, 20690147, 20506119	HTRIdb_LC, InnateDB, TRRUST
tri_01928	EGR1	PDGFA	9351401, 9242190, 7499234	HTRIdb_LC
tri_01929	EGR1	PPARG	12011097	HTRIdb_LC, TRRUST
tri_01930	EGR1	SLC9A3	16464174	HTRIdb_LC, TRRUST
tri_01931	EGR1	VAMP2	8774732, 19032775	HTRIdb_LC, InnateDB
tri_01932	EGR1	TBXA2R	19067769, 18698092	HTRIdb_LC, TRRUST
tri_01933	EGR1	TP73	17822668, 16990849, 23149912	HTRIdb_LC, TRRUST
tri_01934	EGR1	VEGFA	9049304, 20489156, 15517885, 19526316	HTRIdb_LC, TRRUST, Current
tri_01935	EGR1	WNT4	18281035, 21436631, 25012664	HTRIdb_LC, TRRUST
tri_01936	EGR1	EAPP	18588995	HTRIdb_LC, TRRUST
tri_03913	EGR1	SOCS1	15545275	InnateDB, TRRUST, Current
tri_04798	EGR1	CDH5	18988806	InnateDB
tri_05062	EGR1	LHB	20149866, 10319325, 19106114, 17244763, 22508984, 22865884, 8703054	InnateDB, TFactS, TRRUST, Current
tri_05063	EGR1	PCM1	19374776	InnateDB
tri_05064	EGR1	ATAD2	19374776	InnateDB
tri_05065	EGR1	PLAUR	19374776, 21283769	InnateDB, TRRUST
tri_05066	EGR1	HNRNPK	19374776	InnateDB
tri_05067	EGR1	CD164	19374776	InnateDB
tri_05068	EGR1	IDS	19374776	InnateDB
tri_05069	EGR1	IMPDH2	19374776, 7896827	InnateDB, TRRUST
tri_05070	EGR1	QRICH1	19374776	InnateDB
tri_05071	EGR1	GUK1	19374776	InnateDB
tri_05072	EGR1	NUP133	19374776	InnateDB
tri_05073	EGR1	TBC1D2	19374776	InnateDB
tri_05074	EGR1	METTL7B	19374776	InnateDB
tri_05075	EGR1	ARL4A	19374776	InnateDB
tri_05076	EGR1	PTP4A1	19374776, 9988683	InnateDB, TFactS, TRRUST
tri_05077	EGR1	RAPGEF6	19374776	InnateDB
tri_05078	EGR1	PNRC1	19374776	InnateDB
tri_05079	EGR1	JUP	19374776	InnateDB
tri_05080	EGR1	ABHD2	19374776	InnateDB
tri_05081	EGR1	GCLC	19374776	InnateDB
tri_05082	EGR1	H2AFV	19374776	InnateDB
tri_05083	EGR1	NOLC1	19374776	InnateDB
tri_05084	EGR1	ACAD9	19374776	InnateDB
tri_05085	EGR1	LIG1	19374776	InnateDB
tri_05086	EGR1	KDM3A	19374776	InnateDB
tri_05087	EGR1	UBP1	19374776	InnateDB
tri_05088	EGR1	CDCA2	19374776	InnateDB
tri_05089	EGR1	IFNGR1	19374776, 23935197	InnateDB, TRRUST
tri_05090	EGR1	NAB1	19374776	InnateDB
tri_05091	EGR1	CNBP	19374776	InnateDB
tri_05092	EGR1	PPP1R35	19374776	InnateDB
tri_05093	EGR1	KIF15	19374776	InnateDB
tri_05094	EGR1	KIF2C	19374776	InnateDB
tri_05095	EGR1	KIF20A	19374776	InnateDB
tri_05096	EGR1	TAF6	19374776, 19032775	InnateDB
tri_05097	EGR1	LOC101929336	19374776	InnateDB
tri_05098	EGR1	TM2D2	19374776	InnateDB
tri_05099	EGR1	TMEM97	19374776	InnateDB
tri_05100	EGR1	NFYA	19374776	InnateDB
tri_05101	EGR1	MCM6	19374776	InnateDB
tri_05102	EGR1	CLK4	19374776	InnateDB
tri_05103	EGR1	EGR2	19374776, 19032775	InnateDB
tri_05104	EGR1	HMGCS1	19374776	InnateDB
tri_05105	EGR1	CYP51A1	19374776	InnateDB
tri_05106	EGR1	RNF168	19374776	InnateDB
tri_05107	EGR1	BCLAF1	19374776	InnateDB
tri_05108	EGR1	CDKN3	19374776	InnateDB
tri_05109	EGR1	CNPY3	19374776	InnateDB
tri_05110	EGR1	ABCA1	19374776	InnateDB
tri_05111	EGR1	ABL1	19374776	InnateDB
tri_05112	EGR1	AFF1	19374776	InnateDB
tri_05113	EGR1	AHI1	19374776	InnateDB
tri_05114	EGR1	AKT1	19374776	InnateDB
tri_05115	EGR1	ATF4	19374776	InnateDB
tri_05116	EGR1	BAALC	19374776	InnateDB
tri_05117	EGR1	BRCA1	19374776	InnateDB
tri_05118	EGR1	CALR	19374776	InnateDB
tri_05119	EGR1	CAMLG	19374776	InnateDB
tri_05120	EGR1	CBL	19374776	InnateDB
tri_05121	EGR1	CDK4	19374776	InnateDB
tri_05122	EGR1	CDK6	19374776	InnateDB
tri_05123	EGR1	SARNP	19374776	InnateDB
tri_05124	EGR1	DAPK1	19374776	InnateDB
tri_05125	EGR1	DDX10	19374776	InnateDB
tri_05126	EGR1	DMTF1	19374776	InnateDB
tri_05127	EGR1	EGR1	19374776	InnateDB
tri_05128	EGR1	ETV5	19374776	InnateDB
tri_05129	EGR1	AMER1	19374776	InnateDB
tri_05130	EGR1	FAS	19374776, 9300687, 14751836	InnateDB, TFactS, TRRUST
tri_05131	EGR1	FKBP5	19374776	InnateDB
tri_05132	EGR1	FUT1	19374776	InnateDB
tri_05133	EGR1	GABPA	19374776	InnateDB
tri_05134	EGR1	GADD45B	19374776, 15616591	InnateDB, TRRUST
tri_05135	EGR1	GRB2	19374776	InnateDB
tri_05136	EGR1	HAX1	19374776	InnateDB
tri_05137	EGR1	HBP1	19374776	InnateDB
tri_05138	EGR1	HDAC1	19374776	InnateDB
tri_05139	EGR1	HDAC2	19374776	InnateDB
tri_05140	EGR1	HHEX	19374776	InnateDB
tri_05141	EGR1	HMMR	19374776	InnateDB
tri_05142	EGR1	JUN	19374776, 19387849	InnateDB, TRRUST
tri_05143	EGR1	KITLG	19374776	InnateDB
tri_05144	EGR1	L3MBTL1	19374776	InnateDB
tri_05145	EGR1	MAP2K2	19374776	InnateDB
tri_05146	EGR1	MAP3K8	19374776	InnateDB
tri_05147	EGR1	MAPK1	19374776, 20690147	InnateDB
tri_05148	EGR1	MRTFA	19374776	InnateDB
tri_05149	EGR1	KMT2E	19374776	InnateDB
tri_05150	EGR1	MLLT11	19374776	InnateDB
tri_05151	EGR1	MYADM	19374776	InnateDB
tri_05152	EGR1	MYD88	19374776	InnateDB
tri_05153	EGR1	NPM1	19374776	InnateDB
tri_05154	EGR1	PER2	19374776, 23816566	InnateDB, Current
tri_05155	EGR1	PIK3R3	19374776	InnateDB
tri_05156	EGR1	PLEKHG2	19374776	InnateDB
tri_05157	EGR1	PLSCR1	19374776	InnateDB
tri_05158	EGR1	RAD51	19374776, 16398215	InnateDB, TFactS
tri_05159	EGR1	RBM15	19374776	InnateDB
